,u,v,x,y,z,angel,label
0,579.0781867979289,429.4616993855134,0.4294592622179044,-0.4134727021094731,0.27,-0.4684611790794136,0
1,580.0308786517696,332.32734257758665,0.4350128485783276,-0.31223215996168,0.27,1.2996688729941197,0
2,708.9693848399011,471.7227244173492,0.5628813824342515,-0.4620199047023708,0.27,-1.2562427832888017,1
3,700.0860127374266,445.0888291598529,0.5552333684736487,-0.4354334432533072,0.27,-1.4512637968639044,0
4,773.060275563598,225.21765900299388,0.6354430413956864,-0.21151620587395256,0.3027401629248608,1.5307619555597782,1
5,803.8006962728488,494.1272831300893,0.661917967713508,-0.4914582793395789,0.27,-0.26460511100059203,1
6,832.9901091102071,403.0220790811956,0.6898008681852166,-0.3929868444665224,0.27,-0.27222247612501005,1
7,844.1385267313099,194.27629608730572,0.7118055248288326,-0.18210523152187647,0.27,-1.1463812496158319,0
8,722.9730583391945,461.5334165514714,0.5769111848029516,-0.4497602453564489,0.27,0.4565812532755611,1
9,690.1154493558755,209.28384806559657,0.5537978618515015,-0.1907919090847235,0.27,1.2879155067491304,1
10,562.9049356221443,194.1163632857409,0.4247635181030841,-0.1704589309041764,0.27,0.7828781771588098,0
11,797.5885923448625,491.3582446179049,0.6556558252808719,-0.4884839224200922,0.27,0.8066537354432153,0
12,612.4258539276061,464.67815698688594,0.4624438675248341,-0.4530269312096825,0.27,0.5959242896007722,0
13,497.6025778054166,396.3426615386018,0.3470637274232535,-0.3746165006164099,0.27,1.1424059618783444,1
14,716.8929301389021,308.77284807545345,0.5776161830260755,-0.293573983831351,0.27,-0.7655742788208303,0
15,629.755627955763,323.3741917336573,0.4871456352806772,-0.30472927551322104,0.27,1.1217538724324332,0
16,648.5320545839828,339.9809283959695,0.5058058250995565,-0.32318156086180216,0.27,0.7224850684864486,0
17,662.8872989088864,331.9853143247815,0.5206546111113808,-0.3144511789521606,0.27,1.2536359621898323,0
18,603.3005980968819,186.6205192467777,0.465891404172929,-0.16379539674072335,0.27,0.06763468405142614,1
19,694.2156494961115,308.02835849656975,0.5540902468076891,-0.29174841444867106,0.27,0.9516028400645408,0
20,518.1051148786177,302.1242536859221,0.3785151427301128,-0.2775524442184478,0.27,0.9830214350820591,1
21,571.3584063459591,213.32947273655157,0.43184963882579264,-0.18953428708538408,0.27,0.9997997399042092,0
22,514.1184537376561,545.3121792005609,0.35571136917746404,-0.5328671800646783,0.27,0.8038142234331558,1
23,645.7235662601644,372.80457682803774,0.5014719737115307,-0.3571617969779769,0.27,0.8801008301884925,0
24,741.7001092661241,479.0057209882673,0.5976836819374581,-0.4734123733156606,0.27,0.42148920687940383,0
25,736.4738287084829,267.99988249426394,0.599187692644715,-0.25254786721334965,0.27,-0.5208017645369141,0
26,791.2116850599846,258.453631467499,0.6538817683165198,-0.24533813070523824,0.27,-0.7468915923691312,1
27,560.7471498994838,433.77438067859663,0.4105642544173332,-0.4164387627462841,0.27,-0.07665120333689733,0
28,533.1681875170552,547.6300174641867,0.3761748879324264,-0.5349169631463113,0.27,1.3756177867728463,1
29,683.0869942149286,257.1111831422302,0.543106238756141,-0.2400329852265073,0.2704524538354449,1.3620406202510085,1
30,611.4875792274211,215.79206171829404,0.4730626923452504,-0.19398610397414826,0.27,-1.451199797638586,0
31,709.1535437000372,386.4060818947632,0.5666003565186096,-0.3735146192199924,0.27,-1.0076274965780223,0
32,562.1448187874104,546.2383555393567,0.4054968738262468,-0.5377412789054089,0.27,1.5635100511751012,0
33,630.7316795539111,353.6147267028614,0.486896085187463,-0.3355686273699897,0.27,-1.1436528913744517,0
34,791.4331909140698,214.74569308029504,0.6580065008488076,-0.200338797479684,0.27,-0.13147595470029416,0
35,508.91025056099573,461.62887984592004,0.3545748777352947,-0.4441963404665595,0.27,0.8149731316668836,0
