,u,v,x,y,z,angel,label
0,658.0147765148704,468.2061042930338,0.5096679069387732,-0.4469900020713861,0.284519383987386,-0.5664240934257578,1
1,843.1573835496474,517.322641989776,0.703025909724075,-0.5184824120154506,0.27,-0.821313612415228,0
2,700.9259092671073,316.4978594819787,0.5582557737547202,-0.2992278613368122,0.2724435707513467,-0.253017687241728,1
3,645.4163019623038,188.63960359976002,0.5083525320966975,-0.17469580200535526,0.30664969055869923,-0.9468957500003872,0
4,652.2473362743143,288.0420442472855,0.5114676136406393,-0.2692980213975327,0.2740856821624845,1.1975735550986444,0
5,507.90769289526395,248.46671924189496,0.3745241693367641,-0.2255867501013328,0.28470548431031145,-0.5824690030338243,1
6,617.0219012223107,500.03984144442296,0.4654223733381633,-0.4923369586669002,0.27,-0.6348601644128482,0
7,507.797836214502,268.2012291560934,0.36338525752081,-0.24287404050303105,0.27,0.9797212545298476,0
8,820.0750869084079,461.6008178157345,0.6757066830099381,-0.4531097077905746,0.2891339099946136,-1.0540352376620938,0
9,805.3414098931357,276.99107036085985,0.6584270368730882,-0.2645909234588859,0.2875828931234645,0.10053642228070148,0
10,617.812481729855,311.43166693459517,0.4756888684598736,-0.29161447555429454,0.27462508272032976,-1.3960441525852865,1
11,607.4723901732883,308.4291421959939,0.4647538280721962,-0.288537392181606,0.27,-1.530953178517383,0
12,834.8326566573602,241.24176770768003,0.7008478922370008,-0.22944303727123205,0.2919248090780647,-1.3522998674689568,0
13,558.8787096194648,500.2735048204042,0.41269959388786653,-0.468928979968532,0.3091865034169343,0.25324090329547944,1
14,633.480243922181,391.1753827430886,0.4888069768344846,-0.367926783115768,0.2998432222996529,-0.5248453072647075,1
15,639.5527782417888,369.4879801150889,0.4956196614333446,-0.3462767795415815,0.3102035306050029,-1.0435026130876022,1
16,698.224394658841,403.3690106431052,0.5535173791792228,-0.3881221229015923,0.27,-0.16206049251855004,1
17,695.4022166902499,206.7380140293987,0.5593809926888123,-0.18833590331136266,0.27,0.5563655886730612,0
18,568.3824367244745,392.6370868805889,0.4237516140579101,-0.3693704953412568,0.27,0.4699138456051759,1
19,611.3534316359959,377.0213692333284,0.4659132499012603,-0.3589647843228274,0.27,0.9182803260241708,0
20,733.3035153494509,328.29121220489105,0.595151668109535,-0.3151306870635856,0.27,1.0904185035767249,0
21,547.6450509154133,430.7700903629395,0.3984386706804973,-0.4108024058526025,0.27,0.13871174950810894,1
22,697.9928559942513,337.85544301720114,0.5568369886766236,-0.32261288544117683,0.27,-1.0103473941927583,1
23,711.1254230818885,203.86256715429818,0.575783557729026,-0.18588603126094025,0.27,1.4678200880333734,1
24,816.7280800514869,173.90140958596456,0.68461857465281,-0.16021466322974606,0.27,-0.06525143400317313,0
25,752.6688403970505,221.82640169772077,0.6174997328935773,-0.2061075102620514,0.27,-1.382294726879755,0
26,505.50882720645177,450.4896655369896,0.3510367469389584,-0.4329720344955763,0.27,-0.9818674884583449,0
27,721.3232611640652,525.6075900982962,0.570023194474385,-0.5065115635387013,0.29126805099035696,-0.16677820002677854,1
28,545.5338076124569,514.085831786442,0.39956282674712174,-0.4810772633610426,0.3116652978027596,0.3795513458595643,1
29,500.08101300473993,500.69868586049967,0.3427806322551228,-0.485739495030097,0.27,0.12001513899482208,0
30,561.9920930838144,356.59340580004783,0.4224519806634136,-0.3303484769740176,0.3083212992085887,-0.1630159277119434,1
31,799.6863768615362,145.3652156638729,0.6631939085649072,-0.1345661703461731,0.2701452969976506,0.2392223535925113,0
32,660.4560073212317,252.0210505874741,0.5217748114864194,-0.23290501496368074,0.27,-0.1825800050854387,0
33,707.990066580241,175.53409414010034,0.5734848330786824,-0.1571970965930516,0.27,-1.2667637871852293,0
34,589.8118988123142,302.32093607888635,0.4469798364395604,-0.2814377853781715,0.29981525793761704,0.8395285572201636,0
35,800.067990320802,401.2382905676593,0.6593277165524386,-0.3920666452955629,0.27,0.6999389225082864,1
36,718.023985797502,445.5705537230951,0.5745231875621095,-0.43798590359876494,0.2868134586712993,-0.8618731228863521,0
37,628.1490014208615,155.77253312854748,0.4927344925346614,-0.13437428413761374,0.27,-1.0168072703240223,1
38,561.553705223205,335.03435452701274,0.41964880513299774,-0.3118651355285513,0.27,-1.0551402150301823,0
39,701.4402762324211,410.0402951975608,0.553825680849183,-0.38869865469522663,0.2900837544598361,-0.41018671161233455,1
40,843.962621974033,270.9554017835819,0.7092979022786838,-0.2601661444226853,0.27,0.8788903149782923,1
41,821.1648832276126,320.76556476199835,0.6821963612282909,-0.30973551306976754,0.27,0.21440706751901994,0
42,647.836162441532,332.72669923772355,0.5053646882523227,-0.3153064294748267,0.27820510023206,0.6925312434330142,0
43,538.0701931954925,148.09650226397582,0.4006480390604736,-0.12164499316345688,0.27,1.3063103893982282,0
44,662.5213921958157,527.8574552904465,0.512304998732413,-0.5196511159417762,0.27,0.015683189544170698,1
45,570.1008488897787,279.0482043152147,0.4279745325170689,-0.2567778207922689,0.27,-1.4482328221001697,1
46,689.2660418461064,534.0036476812464,0.5395290389496666,-0.5241947932871607,0.27,0.7028881326895708,0
47,500.51258425663866,207.05557516640002,0.3614992431262241,-0.18136572275915366,0.2828870575821225,0.9110027376831644,0
48,838.6115852282303,469.9637653180762,0.695437408546576,-0.4635958428755002,0.27,1.4860093698687007,1
